problem_id,item_id,verdict,labels,rationale
1613B,0e4d1007d2,WA,AE2.1,"Chooses pairs by an incorrect greedy rule, so it does not guarantee enough valid distinct pairs."
1613B,155df4d9b4,WA,AE2.1,"Chooses pairs by an incorrect greedy rule, so it does not guarantee enough valid distinct pairs."
1613B,88aca551d7,RE,GE2.1,Invalid boundary or state handling causes a runtime failure.
1613B,238b015230,WA,AE2.1,"Chooses pairs by an incorrect greedy rule, so it does not guarantee enough valid distinct pairs."
1613C,509b712ab7,RE,GE2.1,Invalid boundary or state handling causes a runtime failure.
1613C,b3bba669d7,RE,GE2.1,Invalid boundary or state handling causes a runtime failure.
1613C,67cc372aae,RE,GE2.1,Invalid boundary or state handling causes a runtime failure.
1613C,27c866a285,TLE,GE1.3,The chosen approach is too expensive for the full constraints.
1613C,67ed133ada,TLE,GE1.3,The chosen approach is too expensive for the full constraints.
1613C,cc3c5cfa58,RE,GE2.1,Invalid boundary or state handling causes a runtime failure.
1613C,396d305ed5,RE,GE2.1,Invalid boundary or state handling causes a runtime failure.
1613C,07507c362d,TLE,GE1.3,The chosen approach is too expensive for the full constraints.
1613D,d2418aa992,CE,AE5.2,"The subsequence DP transition is wrong: it treats repeated values or `+1/+2` extensions with simple doubling/pairwise recurrences, but MEX-correct subsequences need a more careful transition by current MEX class."
1613D,a968750161,WA,AE5.2,"The subsequence DP transition is wrong: it treats repeated values or `+1/+2` extensions with simple doubling/pairwise recurrences, but MEX-correct subsequences need a more careful transition by current MEX class."
1613D,1b1f65b352,WA,AE5.2,"The subsequence DP transition is wrong: it treats repeated values or `+1/+2` extensions with simple doubling/pairwise recurrences, but MEX-correct subsequences need a more careful transition by current MEX class."
1613E,742d6d58cc,WA,GE3.1,"Uses the wrong branching condition for expanding cells in the labyrinth BFS, so it fills cells that should remain unchanged."
1613F,e2f6d8433a,WA,AE1.1,"The inclusion-exclusion DP is built around an ""initial segment of used colors"" model that does not correctly count permutations avoiding `c_child = c_parent - 1` on the tree."
1613F,daa007a60a,CE,GE5.1,Code does not compile due to syntax/type/undeclared-symbol errors.
1615E,fadf8a9eb0,WA,AE1.1,Uses an incorrect mathematical scoring/optimization formula.
1615E,93c29613eb,WA,AE1.1,Uses an incorrect mathematical scoring/optimization formula.
1615E,8d7a916121,WA,AE1.1,Uses an incorrect mathematical scoring/optimization formula.
1615E,df0591710b,RE,GE1.1,"It assigns heuristic gains to subtrees and greedily extracts maxima, but that value function does not represent the minimax game score `w*(r-b)` after Blue responds."
1615F,5ad6760d66,WA,AE1.1,Uses an incorrect combinatorial/DP-derived formula.
1615F,79b998f617,WA,AE1.1,Uses an incorrect combinatorial/DP-derived formula.
1615F,bcda3f7f77,WA,AE1.1,Uses an incorrect combinatorial/DP-derived formula.
1615H,e349b17b61,WA,GE1.2,The overall strategy does not match the problem requirements.
1615H,c25274b6bf,TLE,GE1.3,The chosen approach is too expensive for the full constraints.
1615H,a8ec806d94,WA,GE1.2,The overall strategy does not match the problem requirements.
1615H,ec29bad7fe,WA,GE1.2,The overall strategy does not match the problem requirements.
1617C,19936b4bb8,WA,AE1.1,Uses the wrong mathematical/greedy condition for when a value can be reduced to a missing permutation element.
1617C,2a7875578e,WA,AE1.1,Uses the wrong mathematical/greedy condition for when a value can be reduced to a missing permutation element.
1617C,a287988df1,RE,GE2.1,Invalid boundary or state handling causes a runtime failure.
1617C,f5d0c91239,WA,AE1.1,Uses the wrong mathematical/greedy condition for when a value can be reduced to a missing permutation element.
1618B,24e2b26d3d,WA,GE1.2,The overall strategy does not match the problem requirements.
1618B,d60ceb8401,WA,GE1.2,The overall strategy does not match the problem requirements.
1618B,bd620ce8c4,RE,GE2.1,Invalid boundary or state handling causes a runtime failure.
1618C,0109091f18,WA,AE1.1,"Computes the candidate divisor/GCD incorrectly, so the alternating divisibility test fails."
1618C,409665ff1a,RE,GE2.1,Invalid boundary or state handling causes a runtime failure.
1618C,cc102c16d8,WA,GE6.2,Produces extra debugging or non-answer output.
1618C,50fb18a88c,WA,AE1.1,"Computes the candidate divisor/GCD incorrectly, so the alternating divisibility test fails."
1618C,9277160393,WA,AE1.1,"Computes the candidate divisor/GCD incorrectly, so the alternating divisibility test fails."
1618D,08025b38c4,WA,AE1.1,The score formula / pairing logic is mathematically incorrect for minimizing the total.
1618D,bbee1d8d12,TLE,GE1.3,The chosen approach is too expensive for the full constraints.
1618D,3d5ce53a07,WA,AE1.1,The score formula / pairing logic is mathematically incorrect for minimizing the total.
1618D,3fb928cf30,WA,AE1.1,The score formula / pairing logic is mathematically incorrect for minimizing the total.
1618D,ce028ae4a5,WA,AE1.1,The score formula / pairing logic is mathematically incorrect for minimizing the total.
1618D,4ec9cc542f,WA,AE1.1,The score formula / pairing logic is mathematically incorrect for minimizing the total.
1618F,0edf69c33e,TLE,GE1.3,The chosen approach is too expensive for the full constraints.
1618F,27752d1a12,WA,AE1.1,"It replaces the binary-string reachability condition with unrelated arithmetic tests and combinatorial helpers, instead of checking the actual append-reverse patterns obtainable from `x`."
1618F,acceef8c79,TLE,GE1.3,The chosen approach is too expensive for the full constraints.
1618F,f01e10f993,CE,GE5.1,Code does not compile due to syntax/type/undeclared-symbol errors.
1618G,24b1a3efc0,WA,AE2.1,Uses a greedy exchange/matching rule that is not globally optimal.
1618G,4a74e2d3ab,WA,AE2.1,Uses a greedy exchange/matching rule that is not globally optimal.
1618G,5a0706e2b2,WA,AE2.1,Uses a greedy exchange/matching rule that is not globally optimal.
1618G,0239601b7b,WA,AE2.1,Uses a greedy exchange/matching rule that is not globally optimal.
1619A,af48f09086,WA,GE1.2,"Checks whether the string is periodic, not whether it is exactly two equal halves."
1619A,4438c1279f,WA,GE6.2,Prints extra strings and even outputs N0 instead of NO.
1619B,d0f0fdc012,WA,GE4.2,"Computes floor roots through floating-point sqrt/cbrt and implicit truncation, which can miscount perfect powers on boundaries."
1619B,0a213dce08,WA,GE2.1,"Handles the contribution of 1 incorrectly, so small cases like n=2 are undercounted."
1619C,2e3886bd20,CE,GE5.1,Contains compile-time errors.
1619C,21fbed1799,WA,GE1.2,Treats the task like ordinary addition/carry instead of Tanya's digit-block sum process.
1619C,0b3c85b4bf,WA,GE1.2,The overall strategy does not match the problem requirements.
1619C,a59b1c529a,CE,GE5.1,Contains compile-time errors.
1619F,8096087ced,WA,GE1.1,"Distributes players using simple quota sorting by remaining ""big-table"" counts, but that schedule construction does not correctly satisfy the simultaneous per-table size and per-player fairness constraints."
1619F,569b6683fa,WA,GE1.1,"Distributes players using simple quota sorting by remaining ""big-table"" counts, but that schedule construction does not correctly satisfy the simultaneous per-table size and per-player fairness constraints."
1619F,609c26c913,WA,GE1.1,"Distributes players using simple quota sorting by remaining ""big-table"" counts, but that schedule construction does not correctly satisfy the simultaneous per-table size and per-player fairness constraints."
1619H,220b3f7127,WA,GE6.2,The type-2 query handler is left unfinished and produces no answer for queries that require output.
1620A,5e1e3f47b6,WA,GE1.2,"Only checks a tiny special case based on the ends, not the actual feasibility condition."
1620A,a1d2211033,WA,GE1.2,"Assumes any presence of E makes the instance impossible, which misunderstands the criterion."
1620A,2816d0acd0,WA,GE1.2,Checks only the first and last characters instead of the real condition on the whole cycle.
1620B,fab1ff5cc1,WA,AE1.1,Uses the wrong triangle-area formula; the optimum depends on side span times the opposite side length.
1620B,a82a4e183c,WA,AE1.1,Uses the wrong triangle-area formula; the optimum depends on side span times the opposite side length.
1620B,9184014705,WA,AE1.1,Uses the wrong triangle-area formula; the optimum depends on side span times the opposite side length.
1620B,fd8d9435a4,WA,AE1.1,Uses the wrong triangle-area formula; the optimum depends on side span times the opposite side length.
1620B,cb89a8c338,TLE,GE1.3,The implementation is too slow for the input limits.
1620B,9895527757,WA,AE1.1,Uses the wrong triangle-area formula; the optimum depends on side span times the opposite side length.
1620C,26475c1bd0,WA,AE1.1,"Treats `*` positions independently, but consecutive `*` collapse into one block with `(block_len*k+1)` choices and the `x`-th answer must be decoded with mixed-radix counts over those blocks."
1620C,9a5170b5e5,TLE,AE1.1,"Treats `*` positions independently, but consecutive `*` collapse into one block with `(block_len*k+1)` choices and the `x`-th answer must be decoded with mixed-radix counts over those blocks."
1620C,36bc59c4a3,WA,AE1.1,"Treats `*` positions independently, but consecutive `*` collapse into one block with `(block_len*k+1)` choices and the `x`-th answer must be decoded with mixed-radix counts over those blocks."
1620C,11ba9dbf19,TLE,AE1.1,"Treats `*` positions independently, but consecutive `*` collapse into one block with `(block_len*k+1)` choices and the `x`-th answer must be decoded with mixed-radix counts over those blocks."
1620C,facf973233,WA,AE1.1,"Treats `*` positions independently, but consecutive `*` collapse into one block with `(block_len*k+1)` choices and the `x`-th answer must be decoded with mixed-radix counts over those blocks."
1620C,621cb21fc3,WA,AE1.1,"Treats `*` positions independently, but consecutive `*` collapse into one block with `(block_len*k+1)` choices and the `x`-th answer must be decoded with mixed-radix counts over those blocks."
1620D,43b1e17104,WA,AE2.1,Optimizes per-price coin choices greedily instead of the shared multiset needed to pay every price.
1620D,f4d65c36dd,WA,AE2.1,Optimizes per-price coin choices greedily instead of the shared multiset needed to pay every price.
1620D,19075cbcd1,WA,AE2.1,Optimizes per-price coin choices greedily instead of the shared multiset needed to pay every price.
1620D,8bc1cba5bf,WA,AE2.1,Optimizes per-price coin choices greedily instead of the shared multiset needed to pay every price.
1620D,ed4134362f,WA,AE2.1,Optimizes per-price coin choices greedily instead of the shared multiset needed to pay every price.
1620E,ae37eaa4cf,WA,GE1.2,The overall strategy does not match the problem requirements.
1620E,209aa6eae0,WA,GE1.2,The overall strategy does not match the problem requirements.
1620E,9d19303964,WA,GE1.2,The overall strategy does not match the problem requirements.
1620E,c515b9fe13,WA,GE1.2,The overall strategy does not match the problem requirements.
1620E,7ba96fd8c0,WA,GE1.2,The overall strategy does not match the problem requirements.
1620F,8dda62a80c,WA,AE5.2,"The DP/state-transition for counting arrays by prefix MEX is wrong; it does not correctly represent which values above the current MEX have already appeared, so MEX jumps are counted incorrectly."
1620F,5dfe26dda7,WA,AE5.2,"The DP/state-transition for counting arrays by prefix MEX is wrong; it does not correctly represent which values above the current MEX have already appeared, so MEX jumps are counted incorrectly."
1620F,706a7e9f40,WA,AE5.2,"The DP/state-transition for counting arrays by prefix MEX is wrong; it does not correctly represent which values above the current MEX have already appeared, so MEX jumps are counted incorrectly."
1620F,6239c3af0e,RE,AE5.2,"The DP/state-transition for counting arrays by prefix MEX is wrong; it does not correctly represent which values above the current MEX have already appeared, so MEX jumps are counted incorrectly."
1620G,f32edbf515,WA,AE1.1,"Uses an incorrect inclusion-exclusion/counting formula for subsequences of sorted strings; `f` depends on per-letter maxima over the chosen subset, not the simplified global count used here."
1620G,798fa185b1,WA,AE1.1,"Uses an incorrect inclusion-exclusion/counting formula for subsequences of sorted strings; `f` depends on per-letter maxima over the chosen subset, not the simplified global count used here."
1620G,4b170755d7,WA,AE1.1,"Uses an incorrect inclusion-exclusion/counting formula for subsequences of sorted strings; `f` depends on per-letter maxima over the chosen subset, not the simplified global count used here."
1620G,bcae69e404,RE,AE1.1,"Uses an incorrect inclusion-exclusion/counting formula for subsequences of sorted strings; `f` depends on per-letter maxima over the chosen subset, not the simplified global count used here."
1622A,c7a59278fc,WA,GE1.2,"Only checks whether two sticks are already equal, missing the required split cases."
1622A,db0f3ff272,WA,GE2.1,"Misses valid cases such as two equal smaller sticks with the third stick even (for example 1,1,4)."
1622A,4cec720a74,WA,GE2.1,The case split misses valid rectangle constructions such as equal-pair/even-stick edge cases.
1622A,191889443a,WA,GE1.2,Uses a triangle-like inequality instead of the actual rectangle-after-split condition.
1622A,de3fb67824,WA,GE2.1,Only checks sum-equality cases and misses the even-split edge cases needed for a rectangle.
1622A,6155954f6a,CE,GE5.1,Contains compile-time syntax errors.
1622B,8f02ab65bc,WA,AE2.1,The greedy reassignment inside liked/disliked groups is wrong and does not enforce the required ordering optimally.
1622B,9d45d6dde0,WA,AE2.1,Greedily reassigns ratings without preserving the optimal ordering relative to the original positions.
1622C,1e6a849a2b,WA,GE1.1,"Searches over a simplified target value/check function, so it misses the true minimum-step construction."
1622D,1d5c42128c,TLE,AE1.1,"Counts candidate substrings with direct binomial/add-subtract formulas on windows of `k` ones, but that overcounts duplicated outcomes; the combinatorial derivation for distinct obtainable strings is wrong."
1622D,690fb0797d,WA,AE1.1,"Counts candidate substrings with direct binomial/add-subtract formulas on windows of `k` ones, but that overcounts duplicated outcomes; the combinatorial derivation for distinct obtainable strings is wrong."
1622D,1c9bd8f5ac,WA,AE1.1,"Counts candidate substrings with direct binomial/add-subtract formulas on windows of `k` ones, but that overcounts duplicated outcomes; the combinatorial derivation for distinct obtainable strings is wrong."
1622D,21fa4ea301,WA,AE1.1,"Counts candidate substrings with direct binomial/add-subtract formulas on windows of `k` ones, but that overcounts duplicated outcomes; the combinatorial derivation for distinct obtainable strings is wrong."
1622D,fc3573b590,WA,AE1.1,"Counts candidate substrings with direct binomial/add-subtract formulas on windows of `k` ones, but that overcounts duplicated outcomes; the combinatorial derivation for distinct obtainable strings is wrong."
1622F,4c89bfba9d,WA,AE1.2,"Guesses removals with ad hoc hashes or simple patterns like dropping powers of two, instead of correctly enforcing even prime-exponent parity in `∏ i!` for the chosen subset."
1622F,eb0ad55520,TLE,AE1.2,"Guesses removals with ad hoc hashes or simple patterns like dropping powers of two, instead of correctly enforcing even prime-exponent parity in `∏ i!` for the chosen subset."
1622F,603ef62a02,WA,AE1.2,"Guesses removals with ad hoc hashes or simple patterns like dropping powers of two, instead of correctly enforcing even prime-exponent parity in `∏ i!` for the chosen subset."
1622F,c04fc12a1f,WA,AE1.2,"Guesses removals with ad hoc hashes or simple patterns like dropping powers of two, instead of correctly enforcing even prime-exponent parity in `∏ i!` for the chosen subset."
1623B,9361516fe3,WA,GE1.2,The overall strategy does not match the problem requirements.
1623B,43cf35d0b6,RE,GE2.2,"The initialization loop writes `A[n] = true` instead of `A[i] = true`, an off-by-one/out-of-bounds bug that corrupts the interval bookkeeping."
1623B,eeb290f062,CE,GE5.1,Code does not compile due to syntax/type/undeclared-symbol errors.
1623B,7a5ffd25b3,WA,GE1.2,The overall strategy does not match the problem requirements.
1623B,d410a53014,WA,GE1.2,The overall strategy does not match the problem requirements.
1623D,05d247e67d,CE,AE1.1,"Uses the wrong probability/expectation recurrence for the process, so the closed-form arithmetic for the answer is derived incorrectly."
1623D,f0c087e959,TLE,AE1.1,"Uses the wrong probability/expectation recurrence for the process, so the closed-form arithmetic for the answer is derived incorrectly."
1623D,8b80712f50,WA,AE1.1,"Uses the wrong probability/expectation recurrence for the process, so the closed-form arithmetic for the answer is derived incorrectly."
1623D,3d0f66dcfa,WA,AE1.1,"Uses the wrong probability/expectation recurrence for the process, so the closed-form arithmetic for the answer is derived incorrectly."
1623E,635e30db60,WA,AE2.1,"Makes the wrong local greedy choice when deciding which characters to duplicate, so early lexicographic decisions block the globally optimal string."
1623E,bac7e7e9bd,WA,AE2.1,"Makes the wrong local greedy choice when deciding which characters to duplicate, so early lexicographic decisions block the globally optimal string."
1623E,54fd8fcab8,CE,AE2.1,"Makes the wrong local greedy choice when deciding which characters to duplicate, so early lexicographic decisions block the globally optimal string."
1623E,64bdcb78ab,CE,AE2.1,"Makes the wrong local greedy choice when deciding which characters to duplicate, so early lexicographic decisions block the globally optimal string."
