problem_id,item_id,verdict,labels,rationale
1575L,13a2eb0fec,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,8a5922ea73,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,31055ace6e,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,d7c209d985,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,dd396f37ac,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,c59a88c05d,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,6f08b7b0f6,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,109e813049,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,fbcfc43f03,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,54efa408ab,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,8dddf8f0fa,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,ee05f6163c,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,37055d5196,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,e1e58ea46b,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,069d817d6f,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,39b1d094b9,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,bded07664a,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,382d894247,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,fa4a88d378,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,a749f601ab,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,9fc296f116,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,18b92d05d1,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,730d3b0e6b,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,1907042243,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,a89a7337df,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,c1b2afa6ce,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,aa2573940a,WA,AE5.1,"It models the answer as keeping a subsequence where values match their new indices, but that state ignores how earlier deletions shift later target positions."
1575L,69c942c979,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,7c7b186b67,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,4ead6806f7,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1575L,b4053718b5,WA,AE5.1,The DP state is too coarse or otherwise does not represent the needed information.
1579B,861e3b5bbd,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,6c671e814d,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,ee35b217d4,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,e6b0a3cafe,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,d355af90f8,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,245f2f9ddf,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,5b6461811d,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,319ad249ae,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,ce20f405cf,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,461eb64cf8,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,7098694021,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,be847606de,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,b548cfbe10,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,6a2d243fd6,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,813fcb97c7,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,48460fb54e,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,148268fe8d,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,c1bb25e361,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,c100062803,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,52fca7a5c2,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,5cc88858cd,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,7ca049b985,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,aefeb45df8,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,806d322019,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,5993c1060f,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,37f6191b48,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,2f1839d0ce,RE,GE2.1,The program can enter an invalid runtime state such as out-of-bounds access on edge cases.
1579B,cef244a72c,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,9bf9f5c8c7,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,1292a52769,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,b8d9193584,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,0f17b9e084,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,52fa8385c5,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,3e0d93025a,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,9e3ee9bf65,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,43774f7858,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,5c92717f7d,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,33815ca7ae,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,8fddf1932e,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,3caec7769c,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,7c8626eb29,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,d57586c056,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,a0817dceaf,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,263c71ff30,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,fe143b2c9b,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,4cfc739d15,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,5e3a733044,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,78416e6439,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,ba22fc29c6,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,a5ac4ea23b,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,6935fb983f,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,fc9aff1821,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,77977a8e87,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,412aa5e598,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,83e2fe58f3,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,28ba3af117,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,9fb1a48606,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1579B,f54a4e15ec,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,f40a60d07b,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,46b093feb5,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,1433d0852e,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,9edd486115,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,6682e2ff76,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,9fc101e04e,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,9663f338e1,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,0a68e66765,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,2e80266296,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,bf3fba5a06,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,e1ced55a48,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,848619e328,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,b6861376e3,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,37bb5f01a4,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,5a089210d8,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,8b463e43dc,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,e714506357,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,b98fe4820f,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,bb17e39e99,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,eb59fa5075,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,746e3798b5,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,5f9e24c968,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,6b05fc1fbe,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,4d5c3cb02a,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,2d80fdacb9,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,aa82eeaf6a,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,68bf67bb3c,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,63b322fa51,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,d517076fe7,WA,GE6.2,"The printed left-rotation offsets do not match the rotations the code simulates, so the output operations are invalid even when the array state changes."
1579B,2199ebdecc,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1579B,0ee2686bee,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,41ef8c0b87,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,6fd23f62c8,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,65fba08b3b,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,058a20856a,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,be8d9a66dd,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,63e4ad1a13,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,697aaadb0b,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,801fe373a8,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,22022f4cc9,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,580bec1aba,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,dd1c4a3b8b,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,95c525dd89,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,44f9c45cdc,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,e59ed96559,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,60cb1770e4,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,800fbc0361,RE,GE2.1,The program can enter an invalid runtime state such as out-of-bounds access on edge cases.
1579B,99e113af10,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,7eafef6f69,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,5059f23440,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,6ebf262e7e,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,229995d2d2,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,db998ce2e0,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,7e7a87b788,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,91bde5968d,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,09982c9f70,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,90143168d1,RE,GE2.1,The program can enter an invalid runtime state such as out-of-bounds access on edge cases.
1579B,de5138b844,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,bd990caa7d,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,8ef4c67a8d,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,7cd7e3ab1a,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,1e4813cbda,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,9f8e680604,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,39a3cdc280,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,7c1f055f0c,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,26286afe02,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,64accdff4c,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,4824424a56,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,d9a8978879,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,3eb9ac1fcb,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1579B,916ee80804,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,fc088b4997,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1579B,8cf9ca7086,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,dc7e4eb21b,TLE,GE1.3,The approach is asymptotically too slow for the stated input limits.
1579B,44887a25ae,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1579B,f620ea70be,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1579B,b25eae41eb,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1579B,4c1a5bb4ba,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1579B,028ee8c2da,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1579B,062927e21d,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,c1988133f0,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,798c26739f,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,377c976e8d,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,6877508d00,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1579B,5d3a514e33,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1579B,2ecdd3db80,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1579B,6ef9b2e638,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,2eac84cca3,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,726ca5ed0a,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,75e0c33402,RE,GE2.1,The program can enter an invalid runtime state such as out-of-bounds access on edge cases.
1579B,23c67a9295,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1579B,541a705642,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,16e835a4e5,WA,GE1.2,"The implementation is for a string-processing task, not this problem input and objective."
1579B,2b050e6f56,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1579B,9b2b0375a2,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1579B,4e6f8b6c17,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1579B,560bcdc883,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1579B,f51e5a716c,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1579B,ddbe06118b,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,f881be8863,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,d0e62cb4fd,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,983cb09a5c,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,cc606a6fd5,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,2bdd966867,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,33c05297e6,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,b2fa658cfb,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,ed90546bc9,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,3e10be2747,RE,GE2.1,The program can enter an invalid runtime state such as out-of-bounds access on edge cases.
1579B,b451b2d591,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579B,aaa26899f7,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,b9098e9352,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,bba00edc12,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,4090344be8,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,78193024c3,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,a1c48bf3b7,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,77aab83546,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,69e52f9ba2,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,07836e02c8,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,d2fc8f964b,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,eeeabee0c7,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,9822ee700a,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,075b58f7f3,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,9cbfc99e9c,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,6500f6111a,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,d1a7e8b7b9,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,e677d33a66,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,3335cd2739,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,b399bf63da,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,cdaf048348,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,0db562b48c,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,9facfee9c9,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,f0d8847e65,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,14d8a2d9a2,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,7f9055b621,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,efe982a83a,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,7d3491f0be,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,2883b8ba1f,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,260cd223d2,WA,GE1.2,"It treats each `*` as if it must itself be the center of a valid tick, instead of checking whether the black cells can be covered by some collection of ticks of size at least `k`."
1579C,163f3fabfa,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,05538b1169,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,ff3d4def3a,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,c6cac8017b,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,f60482b1d3,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,48af05b5c3,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,7f6d19aec4,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,09b1de4771,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,1a47ded712,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,ea9b40899c,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,3e841b8727,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,78e2cc9213,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,1d32a0f214,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,73be8ca9b7,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,57eb584a90,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,434ef48cae,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,7c8a151e37,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,dd5a134680,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,685c49b529,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,8bdaae5826,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,e80881c0f5,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,208416e80d,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,672d5296b3,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,3f3ebe1cab,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,9f10388b3d,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,a7ec93a80a,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,7cce952f4c,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,a5ac2545bd,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,51f6c75699,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,b4589c268b,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,28492dcd5b,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,c245392dd8,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,428db5cc9e,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,283b0c3d2b,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,f2e02e1dee,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,7fc44e4e57,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,f4fc8bfde2,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,3f9f99de2b,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,a33476e3d6,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,8cac2acf9d,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,b1bab5802d,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,12dcdd392e,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,f712fe4165,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,d4b16c37fd,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,b0486b3443,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,5ace211887,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,cae8e33c6c,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,6f5f4aeda7,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,511f667ff9,WA,GE1.2,"It treats each `*` as if it must itself be the center of a valid tick, instead of checking whether the black cells can be covered by some collection of ticks of size at least `k`."
1579C,994d5b7023,RE,GE2.1,The program can enter an invalid runtime state such as out-of-bounds access on edge cases.
1579C,8e5db0dac9,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,3b90abb22d,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,e12fba34cb,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,ce17f69de0,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,42ec6d5d3c,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,c0cd004bb7,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,1a31e6b7f1,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,9d684335ff,WA,GE1.2,"It treats each `*` as if it must itself be the center of a valid tick, instead of checking whether the black cells can be covered by some collection of ticks of size at least `k`."
1579C,94a0b87a9b,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,e2d332dfea,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,54b2edadab,RE,GE2.1,The program can enter an invalid runtime state such as out-of-bounds access on edge cases.
1579C,c14c8af008,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,60f0093648,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,2f586cece3,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,c46edf626e,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,7703ef9912,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,c0481ec9e8,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,5400f252cc,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,9274644cd9,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,d18f81f342,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,778b78e4f5,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,3fe5ca2399,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,1cdc0d5928,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,a2e56d319e,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,c55f895599,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,cbcee99d6b,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,9b656af094,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,565b128af8,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,fb5c0e2590,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,657ac1c2a7,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,d0c4d2d92e,CE,GE5.1,The program does not compile because of syntax/type/name errors.
1579C,9d25c60bdf,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,1aa3356d60,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,c84a44f725,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,25dea5cc41,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,517e82d19e,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,21697fc53c,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,eed423648b,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,d9c674a788,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,c2a4398c7c,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,c823b2e2fc,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,bb919d6b88,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,9c4399eff9,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,844bcb836c,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,a756d683ad,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,e2e554ba8a,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,6b981fa9a1,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,e6fd326790,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579C,3d76fc5e6e,WA,GE1.2,The code targets a different or misread requirement than the statement requires.
1579D,3404490f60,WA,GE2.1,The logic misses boundary or special cases in the problem constraints.
1579D,a3acad7e62,WA,GE2.1,The logic misses boundary or special cases in the problem constraints.
1579D,4c636206c2,WA,GE2.1,The logic misses boundary or special cases in the problem constraints.
1579D,ca5118ed3c,WA,GE2.1,The logic misses boundary or special cases in the problem constraints.
1579D,303e38db54,WA,GE2.1,The logic misses boundary or special cases in the problem constraints.
1579D,ce4b42e2c5,WA,GE2.1,The logic misses boundary or special cases in the problem constraints.
